,jname,ndup,uid,ra,dec,file,root,srcid,nGr,Grating,grade,zfit,z,zkey,capers_flag,zxor,nRef,sn50,wmin,wmax,Lya,Ha,OIII,L_Ha,L_OIII,HST,NIRCam,slit,Fnu,Flam,References,comment,z_aspect_flux_sum,z_aspect_pixel_count,z_aspect_flag,failed_opening
17637,j021725.18m051508.70,2,13917,34.354937,-5.252418,rubies-uds42-nod-v3_prism-clear_4233_41107.spec.fits,rubies-uds42-nod-v3,41107,1,G395M,3,2.2091,2.2091,NaN,NaN,NaN,0,4.24,0.6,5.29,NaN,14.0,15.4,41.64,41.95,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_41107 z=2.2097,2.18,0.56,2.0,False
17638,j021725.79m051508.02,2,13918,34.357466,-5.252228,rubies-uds42-nod-v3_prism-clear_4233_41265.spec.fits,rubies-uds42-nod-v3,41265,1,G395M,3,3.8028,3.8028,NaN,NaN,NaN,0,7.34,0.6,5.29,NaN,5.2,4.8,41.28,41.45,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_41265 z=3.7960,NaN,NaN,0.0,False
17639,j021728.12m051507.25,2,13919,34.367155,-5.252015,rubies-uds42-nod-v3_prism-clear_4233_41581.spec.fits,rubies-uds42-nod-v3,41581,1,G395M,3,4.2359,4.2359,NaN,NaN,NaN,1,12.73,1.3,5.29,NaN,30.1,22.1,42.27,42.44,NaN,NaN,NaN,NaN,NaN,ACa24  z=4.234,Redshift matches rubies-uds42-v3_prism-clear_4233_41581 z=4.2356,4.24,4.24,3.0,False
17640,j021723.83m051505.28,2,13920,34.349279,-5.251468,rubies-uds42-nod-v3_prism-clear_4233_41829.spec.fits,rubies-uds42-nod-v3,41829,1,G395M,3,0.8561,0.8561,NaN,NaN,NaN,0,16.51,0.6,5.29,NaN,4.4,0.4,40.67,39.67,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_41829 z=0.8548,NaN,NaN,0.0,False
17641,j021727.11m051856.04,2,13921,34.362943,-5.315568,rubies-uds42-nod-v3_prism-clear_4233_4200.spec.fits,rubies-uds42-nod-v3,4200,1,G395M,2,2.9227,2.9227,NaN,NaN,NaN,0,0.45,0.6,5.29,NaN,2.0,6.5,40.64,41.4,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
17642,j021726.77m051457.16,2,13923,34.361542,-5.24921,rubies-uds42-nod-v3_prism-clear_4233_43221.spec.fits,rubies-uds42-nod-v3,43221,1,G395M,3,2.2439,2.2439,NaN,NaN,NaN,0,1.61,0.6,5.29,NaN,12.7,8.8,41.31,41.42,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_43221 z=2.2449,2.23,0.58,2.0,False
17643,j021725.25m051456.11,2,13924,34.355228,-5.24892,rubies-uds42-nod-v3_prism-clear_4233_43421.spec.fits,rubies-uds42-nod-v3,43421,1,G395M,3,4.7183,4.7183,NaN,NaN,NaN,0,0.78,0.6,5.29,-3.0,3.8,5.2,41.09,41.63,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_g395m-f290lp_4233_43421 z=4.7084,NaN,NaN,0.0,False
17644,j021725.47m051455.50,2,13925,34.356128,-5.24875,rubies-uds42-nod-v3_prism-clear_4233_43506.spec.fits,rubies-uds42-nod-v3,43506,1,G395M,3,7.491,7.491,NaN,NaN,NaN,0,0.39,0.6,5.29,-0.6,NaN,10.2,NaN,42.29,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_43506 z=7.4908,NaN,NaN,0.0,False
17645,j021724.75m051453.06,2,13927,34.35311,-5.248072,rubies-uds42-nod-v3_prism-clear_4233_43998.spec.fits,rubies-uds42-nod-v3,43998,1,G395M,3,3.983,3.983,NaN,NaN,NaN,0,4.86,0.6,5.29,0.8,42.0,53.6,42.52,42.92,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_g395m-f290lp_4233_43998 z=3.9824,3.97,4.0,3.0,False
17646,j021726.59m051854.16,2,13929,34.360794,-5.315044,rubies-uds42-nod-v3_prism-clear_4233_4483.spec.fits,rubies-uds42-nod-v3,4483,1,G395M,3,5.2888,5.2888,NaN,NaN,NaN,0,0.65,0.6,5.29,3.6,11.3,9.7,41.81,41.89,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_g395m-f290lp_4233_4483 z=5.2742,5.28,5.31,3.0,False
17647,j021730.60m051853.11,2,13930,34.377518,-5.314754,rubies-uds42-nod-v3_prism-clear_4233_4639.spec.fits,rubies-uds42-nod-v3,4639,1,G395M,3,3.9865,3.9865,NaN,NaN,NaN,0,0.96,0.6,5.29,-2.3,12.2,13.3,41.51,41.77,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_g395m-f290lp_4233_4639 z=3.9868,3.98,4.01,3.0,False
17648,j021726.67m051844.56,2,13932,34.361112,-5.312379,rubies-uds42-nod-v3_prism-clear_4233_5841.spec.fits,rubies-uds42-nod-v3,5841,1,G395M,3,1.4188,1.4188,NaN,NaN,NaN,0,53.53,0.6,5.29,NaN,5.7,2.9,41.17,40.8,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_5841 z=1.4188,3.2,3.19,3.0,False
17649,j021728.55m051843.60,2,13935,34.368939,-5.31211,rubies-uds42-nod-v3_prism-clear_4233_6143.spec.fits,rubies-uds42-nod-v3,6143,1,G395M,3,2.2174,2.2174,NaN,NaN,NaN,0,6.24,0.6,5.29,NaN,9.5,6.7,41.22,41.29,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_6143 z=2.2177,NaN,NaN,1.0,False
17650,j021731.34m051837.93,2,13938,34.380593,-5.310535,rubies-uds42-nod-v3_prism-clear_4233_6596.spec.fits,rubies-uds42-nod-v3,6596,1,G395M,3,3.9953,3.9953,NaN,NaN,NaN,0,0.69,0.6,5.29,0.6,6.5,5.1,41.33,41.47,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_6596 z=3.9982,NaN,NaN,0.0,False
17651,j021730.27m051837.32,2,22158,34.37614,-5.310366,rubies-uds42-nod-v3_prism-clear_4233_7111.spec.fits,rubies-uds42-nod-v3,7111,0,NaN,3,6.7825,6.7825,NaN,NaN,NaN,1,1.52,0.6,5.29,-0.1,33.9,24.7,42.94,42.7,NaN,NaN,NaN,NaN,NaN,DKo24  z=N/A,Redshift matches rubies-uds42-v3_g395m-f290lp_4233_807469 z=6.7765,6.77,6.81,3.0,False
17652,j021728.89m051834.01,2,13942,34.370386,-5.309448,rubies-uds42-nod-v3_prism-clear_4233_7141.spec.fits,rubies-uds42-nod-v3,7141,1,G395M,3,1.6985,1.6985,NaN,NaN,NaN,0,1.81,0.6,5.29,NaN,8.4,9.7,41.15,41.38,NaN,NaN,NaN,NaN,NaN,-,NaN,1.68,9.08,2.0,False
17653,j021730.40m051831.58,2,13944,34.376676,-5.308773,rubies-uds42-nod-v3_prism-clear_4233_7452.spec.fits,rubies-uds42-nod-v3,7452,1,G395M,3,5.2407,5.2407,NaN,NaN,NaN,0,1.28,0.6,5.29,-1.1,17.9,25.5,42.14,42.46,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_7452 z=5.2419,5.23,5.26,3.0,False
17654,j021726.77m051831.49,2,13945,34.361548,-5.308748,rubies-uds42-nod-v3_prism-clear_4233_7492.spec.fits,rubies-uds42-nod-v3,7492,1,G395M,3,1.4027,1.4027,NaN,NaN,NaN,0,3.95,0.6,5.29,NaN,5.2,6.7,40.75,40.93,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_7492 z=1.4056,NaN,NaN,0.0,False
17655,j021725.97m051830.54,2,13946,34.358227,-5.308484,rubies-uds42-nod-v3_prism-clear_4233_7633.spec.fits,rubies-uds42-nod-v3,7633,1,G395M,3,3.5974,3.5974,NaN,NaN,NaN,0,2.79,0.6,5.29,NaN,32.6,38.7,42.41,42.78,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_g395m-f290lp_4233_7633 z=3.5904,3.58,3.63,3.0,False
17656,j021728.95m051827.04,2,13949,34.370612,-5.30751,rubies-uds42-nod-v3_prism-clear_4233_8064.spec.fits,rubies-uds42-nod-v3,8064,1,G395M,3,2.5303,2.5303,NaN,NaN,NaN,0,1.01,0.6,5.29,NaN,7.8,10.8,41.17,41.56,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_8064 z=2.5282,NaN,NaN,1.0,False
17657,j021728.04m051827.80,2,13950,34.366839,-5.307722,rubies-uds42-nod-v3_prism-clear_4233_8076.spec.fits,rubies-uds42-nod-v3,8076,1,G395M,3,1.8979,1.8979,NaN,NaN,NaN,0,31.35,0.6,5.29,NaN,24.5,25.7,42.17,42.36,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_8076 z=1.8982,0.1,0.43,2.0,False
17658,j021728.68m051826.89,2,13951,34.369515,-5.307469,rubies-uds42-nod-v3_prism-clear_4233_8180.spec.fits,rubies-uds42-nod-v3,8180,1,G395M,3,2.1625,2.1625,NaN,NaN,NaN,0,28.47,0.6,5.29,NaN,22.1,0.3,42.08,40.24,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_8180 z=2.1613,2.16,2.18,3.0,False
17659,j021731.79m051822.32,2,19623,34.382477,-5.306199,rubies-uds42-nod-v3_prism-clear_4233_8772.spec.fits,rubies-uds42-nod-v3,8772,1,G395M,3,1.8924,1.8924,NaN,NaN,NaN,0,1.5,0.6,5.29,NaN,22.9,35.7,41.55,42.02,NaN,NaN,NaN,NaN,NaN,-,NaN,1.88,0.4,2.0,False
17660,j021727.13m051821.99,2,13954,34.363041,-5.306108,rubies-uds42-nod-v3_prism-clear_4233_8895.spec.fits,rubies-uds42-nod-v3,8895,1,G395M,3,3.9885,3.9885,NaN,NaN,NaN,0,17.73,0.6,5.29,0.4,58.2,22.3,43.26,42.71,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_g395m-f290lp_4233_8895 z=3.9824,3.98,4.0,3.0,False
17661,j021731.08m051823.80,2,13955,34.379502,-5.30661,rubies-uds42-nod-v3_prism-clear_4233_9301.spec.fits,rubies-uds42-nod-v3,9301,1,G395M,3,1.8958,1.8958,NaN,NaN,NaN,0,4.4,0.6,5.29,NaN,4.1,5.5,40.74,41.07,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_9301 z=1.8984,NaN,NaN,0.0,False
17662,j021725.99m051818.43,2,13958,34.358304,-5.305121,rubies-uds42-nod-v3_prism-clear_4233_9436.spec.fits,rubies-uds42-nod-v3,9436,1,G395M,3,1.4191,1.4191,NaN,NaN,NaN,0,28.5,0.6,5.29,NaN,6.0,-0.9,41.51,NaN,NaN,NaN,NaN,NaN,NaN,-,Redshift matches rubies-uds42-v3_prism-clear_4233_9436 z=1.4193,NaN,NaN,0.0,False
17663,j021731.60m051813.47,2,13333,34.381671,-5.303742,rubies-uds42-v3_prism-clear_4233_10036.spec.fits,rubies-uds42-v3,10036,1,G395M,3,3.8176,3.8176,NaN,NaN,NaN,1,3.33,0.6,5.29,NaN,30.7,22.7,42.17,42.14,NaN,NaN,NaN,NaN,NaN,DKo24  z=N/A,NaN,3.81,3.85,3.0,False
17664,j021729.37m051812.91,2,13334,34.372393,-5.303587,rubies-uds42-v3_prism-clear_4233_10254.spec.fits,rubies-uds42-v3,10254,1,G395M,3,3.9942,3.9942,NaN,NaN,NaN,0,23.49,0.6,5.29,-0.5,46.1,23.1,42.98,42.72,NaN,NaN,NaN,NaN,NaN,-,NaN,0.74,0.72,3.0,False
17665,j021722.50m051812.40,4,13335,34.343742,-5.303445,rubies-uds42-v3_prism-clear_4233_10329.spec.fits,rubies-uds42-v3,10329,1,G395M,3,2.2104,2.2102,NaN,NaN,NaN,0,37.67,2.3,5.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-,interactive fit 1 119 1.3 11,NaN,NaN,0.0,False
17666,j021728.80m051809.55,2,13339,34.370008,-5.302654,rubies-uds42-v3_prism-clear_4233_10757.spec.fits,rubies-uds42-v3,10757,1,G395M,3,1.9393,1.9393,NaN,NaN,NaN,0,18.56,0.6,5.29,NaN,38.4,37.3,42.55,42.71,NaN,NaN,NaN,NaN,NaN,-,NaN,1.93,1.95,3.0,False
17667,j021729.86m051805.68,2,13342,34.374427,-5.301578,rubies-uds42-v3_prism-clear_4233_11232.spec.fits,rubies-uds42-v3,11232,1,G395M,1,0.588,0.588,NaN,NaN,NaN,0,0.99,0.6,5.29,NaN,-2.0,-0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
17668,j021727.47m051804.64,2,13343,34.364441,-5.301288,rubies-uds42-v3_prism-clear_4233_11382.spec.fits,rubies-uds42-v3,11382,1,G395M,3,2.1537,2.1537,NaN,NaN,NaN,0,1.95,0.6,5.29,NaN,9.5,11.1,41.13,41.42,NaN,NaN,NaN,NaN,NaN,-,NaN,2.12,0.55,2.0,False
17669,j021721.81m051800.88,2,13346,34.340867,-5.300244,rubies-uds42-v3_prism-clear_4233_12043.spec.fits,rubies-uds42-v3,12043,1,G395M,3,3.2012,3.2012,NaN,NaN,NaN,0,9.01,0.6,5.29,NaN,30.0,33.6,42.21,42.5,NaN,NaN,NaN,NaN,NaN,-,NaN,3.2,3.21,3.0,False
17670,j021727.63m051800.41,2,13348,34.36511,-5.300114,rubies-uds42-v3_prism-clear_4233_12142.spec.fits,rubies-uds42-v3,12142,1,G395M,3,4.4815,4.4815,NaN,NaN,NaN,0,7.08,0.6,5.29,-1.0,47.6,44.4,42.73,43.02,NaN,NaN,NaN,NaN,NaN,-,NaN,4.48,4.49,3.0,False
17671,j021730.78m051758.80,2,13350,34.378243,-5.299665,rubies-uds42-v3_prism-clear_4233_12487.spec.fits,rubies-uds42-v3,12487,1,G395M,3,1.4188,1.4188,NaN,NaN,NaN,0,47.43,0.6,5.29,NaN,9.9,-2.3,41.07,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
17672,j021728.45m051758.11,2,13351,34.368535,-5.299475,rubies-uds42-v3_prism-clear_4233_12594.spec.fits,rubies-uds42-v3,12594,1,G395M,3,3.9907,3.9874,NaN,NaN,NaN,0,23.76,0.6,4.74,1.4,15.4,2.0,42.05,41.32,NaN,NaN,NaN,NaN,NaN,-,interactive fit 2 48 1.3 11,NaN,NaN,1.0,False
17673,j021720.75m051757.21,3,13352,34.336462,-5.299226,rubies-uds42-v3_prism-clear_4233_12623.spec.fits,rubies-uds42-v3,12623,1,G395M,1,6.8145,6.8145,NaN,NaN,NaN,0,-0.11,0.6,5.29,2.0,2.5,2.0,41.76,41.64,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
17674,j021729.22m051756.92,2,13353,34.371745,-5.299144,rubies-uds42-v3_prism-clear_4233_12666.spec.fits,rubies-uds42-v3,12666,1,G395M,2,3.9882,3.9882,NaN,NaN,NaN,0,1.09,0.6,5.29,2.1,4.5,2.4,41.08,41.11,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
17675,j021729.14m051753.03,2,13357,34.371397,-5.298064,rubies-uds42-v3_prism-clear_4233_13270.spec.fits,rubies-uds42-v3,13270,1,G395M,1,1.2016,1.2016,NaN,NaN,NaN,0,0.46,0.6,5.29,NaN,1.9,2.3,40.01,40.18,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
17676,j021721.42m051752.86,2,13358,34.339248,-5.298016,rubies-uds42-v3_prism-clear_4233_13290.spec.fits,rubies-uds42-v3,13290,1,G395M,1,0.8476,0.8476,NaN,NaN,NaN,0,-0.09,0.6,5.29,NaN,0.3,2.3,38.93,39.88,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
17677,j021727.45m051752.21,2,13359,34.364382,-5.297835,rubies-uds42-v3_prism-clear_4233_13436.spec.fits,rubies-uds42-v3,13436,1,G395M,3,3.7416,3.7416,NaN,NaN,NaN,0,2.95,0.6,3.37,NaN,18.3,27.3,42.05,42.52,NaN,NaN,NaN,NaN,NaN,-,NaN,3.74,3.77,3.0,False
