,jname,ndup,uid,ra,dec,file,root,srcid,nGr,Grating,grade,zfit,z,zkey,capers_flag,zxor,nRef,sn50,wmin,wmax,Lya,Ha,OIII,L_Ha,L_OIII,HST,NIRCam,slit,Fnu,Flam,References,comment,z_aspect_flux_sum,z_aspect_pixel_count,z_aspect_flag,failed_opening
6086,j141944.48p525541.01,3,17917,214.935331,52.928059,gto-wide-egs1-v3_prism-clear_1213_3778.spec.fits,gto-wide-egs1-v3,3778,2,G235H   G395H,3,2.0153,2.0153,NaN,NaN,NaN,1,13.94,0.6,5.29,NaN,12.9,3.6,41.71,41.31,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,1.0,False
6087,j141941.03p525454.86,3,17918,214.920958,52.915238,gto-wide-egs1-v3_prism-clear_1213_3782.spec.fits,gto-wide-egs1-v3,3782,2,G235H   G395H,3,0.6861,0.7117,NaN,NaN,NaN,1,45.5,0.6,5.29,NaN,1.0,-0.7,40.18,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6088,j142009.03p525905.30,3,17919,215.037642,52.984805,gto-wide-egs1-v3_prism-clear_1213_3794.spec.fits,gto-wide-egs1-v3,3794,2,G235H   G395H,3,2.0892,2.0892,NaN,NaN,NaN,1,6.82,0.6,5.29,NaN,21.6,16.3,42.0,42.03,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,2.07,0.51,2.0,False
6089,j141957.21p525446.73,1,1379,214.988358,52.91298,gto-wide-egs1-v3_prism-clear_1213_-37.spec.fits,gto-wide-egs1-v3,-37,0,NaN,1,0.8832,0.8832,NaN,NaN,NaN,0,0.05,0.6,5.29,NaN,3.4,3.0,40.14,40.15,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6090,j142015.24p530013.65,3,17920,215.063518,53.003792,gto-wide-egs1-v3_prism-clear_1213_3809.spec.fits,gto-wide-egs1-v3,3809,2,G235H   G395H,3,0.9517,0.9517,NaN,NaN,NaN,1,21.1,0.6,5.29,NaN,17.9,19.3,41.4,41.52,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,0.24,1.87,2.0,False
6091,j142032.44p530437.49,3,17921,215.135147,53.077081,gto-wide-egs1-v3_prism-clear_1213_3821.spec.fits,gto-wide-egs1-v3,3821,2,G235H   G395H,3,0.7482,0.7482,NaN,NaN,NaN,1,97.75,0.6,5.29,NaN,0.6,-1.4,40.43,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6092,j142014.89p530007.23,3,17922,215.062031,53.002008,gto-wide-egs1-v3_prism-clear_1213_3822.spec.fits,gto-wide-egs1-v3,3822,2,G235H   G395H,3,1.8994,1.8994,NaN,NaN,NaN,1,22.18,0.6,5.29,NaN,22.5,3.6,42.25,41.43,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.9,1.91,3.0,False
6093,j142009.86p525920.05,3,17923,215.041078,52.988903,gto-wide-egs1-v3_prism-clear_1213_3832.spec.fits,gto-wide-egs1-v3,3832,2,G235H   G395H,3,2.1171,2.1171,NaN,NaN,NaN,1,2.63,0.6,5.29,NaN,13.5,20.0,41.5,41.89,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,2.12,0.53,2.0,False
6094,j142031.53p530442.88,3,17924,215.131378,53.078577,gto-wide-egs1-v3_prism-clear_1213_3837.spec.fits,gto-wide-egs1-v3,3837,2,G235H   G395H,3,1.5058,1.5058,NaN,NaN,NaN,1,7.21,0.6,5.29,NaN,4.0,4.2,40.98,41.1,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6095,j142032.75p530455.90,3,17925,215.136444,53.082194,gto-wide-egs1-v3_prism-clear_1213_3839.spec.fits,gto-wide-egs1-v3,3839,2,G235H   G395H,3,1.9574,1.9574,NaN,NaN,NaN,1,22.13,0.6,5.29,NaN,42.9,51.6,42.42,42.74,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.95,1.97,3.0,False
6096,j142030.85p530436.92,3,17926,215.128552,53.076922,gto-wide-egs1-v3_prism-clear_1213_3845.spec.fits,gto-wide-egs1-v3,3845,2,G235H   G395H,1,1.9324,1.9324,NaN,NaN,NaN,1,-0.07,0.6,5.29,NaN,4.2,-0.1,40.43,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6097,j142008.19p525903.86,3,17927,215.034109,52.984404,gto-wide-egs1-v3_prism-clear_1213_3848.spec.fits,gto-wide-egs1-v3,3848,2,G235H   G395H,3,4.6435,4.6435,NaN,NaN,NaN,1,3.75,0.6,5.29,-1.5,44.7,6.1,42.89,42.0,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.89,1.94,3.0,False
6098,j142007.45p525857.00,3,17929,215.031036,52.9825,gto-wide-egs1-v3_prism-clear_1213_3875.spec.fits,gto-wide-egs1-v3,3875,2,G235H   G395H,3,2.7129,2.7129,NaN,NaN,NaN,1,9.2,0.6,5.29,NaN,19.6,18.2,41.8,42.01,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,2.7,2.73,3.0,False
6099,j142033.94p530516.66,3,17930,215.141425,53.08796,gto-wide-egs1-v3_prism-clear_1213_3892.spec.fits,gto-wide-egs1-v3,3892,2,G235H   G395H,2,1.5142,1.5142,NaN,NaN,NaN,1,3.16,0.6,5.29,NaN,3.7,3.2,40.76,40.83,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6100,j142005.64p525703.87,1,18196,215.023516,52.951075,gto-wide-egs1-v3_prism-clear_1213_-38.spec.fits,gto-wide-egs1-v3,-38,0,NaN,1,5.414,5.414,NaN,NaN,NaN,0,0.12,0.6,5.29,-1.9,1.7,0.7,40.79,40.51,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6101,j141950.08p525701.16,3,17931,214.958668,52.950322,gto-wide-egs1-v3_prism-clear_1213_3905.spec.fits,gto-wide-egs1-v3,3905,2,G235H   G395H,3,1.7952,1.7952,NaN,NaN,NaN,1,6.07,0.6,5.29,NaN,38.9,50.1,41.94,42.37,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.8,1.8,3.0,False
6102,j142033.90p530519.73,3,17932,215.141269,53.088813,gto-wide-egs1-v3_prism-clear_1213_3921.spec.fits,gto-wide-egs1-v3,3921,2,G235H   G395H,3,1.5312,1.5312,NaN,NaN,NaN,1,31.46,0.6,5.29,NaN,23.9,3.3,41.69,40.7,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.53,1.54,3.0,False
6103,j142013.41p530003.92,3,17933,215.055854,53.001089,gto-wide-egs1-v3_prism-clear_1213_3935.spec.fits,gto-wide-egs1-v3,3935,2,G235H   G395H,3,1.8959,1.8959,NaN,NaN,NaN,1,8.02,0.6,5.29,NaN,6.2,3.1,41.35,41.11,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6104,j142008.31p525914.46,3,17935,215.034627,52.98735,gto-wide-egs1-v3_prism-clear_1213_3945.spec.fits,gto-wide-egs1-v3,3945,2,G235H   G395H,2,2.2976,2.2976,NaN,NaN,NaN,1,1.75,0.6,5.29,NaN,3.8,3.3,40.75,40.95,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6105,j141948.11p525645.52,3,17937,214.950475,52.945978,gto-wide-egs1-v3_prism-clear_1213_3961.spec.fits,gto-wide-egs1-v3,3961,2,G235H   G395H,3,0.7463,0.7463,NaN,NaN,NaN,1,11.48,0.6,5.29,NaN,6.6,1.6,40.67,40.12,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6106,j141940.45p524855.05,4,22228,214.918554,52.815289,gto-wide-egs1-v3_prism-clear_1213_398.spec.fits,gto-wide-egs1-v3,398,2,G235H   G395H,3,1.3608,1.3608,NaN,NaN,NaN,1,9.04,0.6,5.29,NaN,13.1,13.0,41.46,41.55,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.36,1.37,3.0,False
6107,j141948.57p525656.42,3,17939,214.952356,52.949005,gto-wide-egs1-v3_prism-clear_1213_3998.spec.fits,gto-wide-egs1-v3,3998,2,G235H   G395H,3,1.5274,1.5274,NaN,NaN,NaN,1,1.2,0.6,5.29,NaN,12.6,20.5,41.1,41.46,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.52,1.54,3.0,False
6108,j142002.38p525506.55,1,18197,215.009901,52.918485,gto-wide-egs1-v3_prism-clear_1213_-39.spec.fits,gto-wide-egs1-v3,-39,0,NaN,1,5.4551,5.4551,NaN,NaN,NaN,0,0.08,0.6,5.29,0.8,3.2,1.4,41.01,40.74,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6109,j141945.63p525727.24,1,18198,214.940136,52.957568,gto-wide-egs1-v3_prism-clear_1213_-3.spec.fits,gto-wide-egs1-v3,-3,0,NaN,1,7.1448,7.1448,NaN,NaN,NaN,0,0.14,0.6,5.29,1.7,NaN,3.6,NaN,41.56,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6110,j142031.45p530504.79,3,17940,215.13103,53.084663,gto-wide-egs1-v3_prism-clear_1213_4017.spec.fits,gto-wide-egs1-v3,4017,2,G235H   G395H,3,1.6701,1.6701,NaN,NaN,NaN,1,40.73,0.6,5.29,NaN,12.0,1.2,41.26,40.22,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.67,1.68,3.0,False
6111,j142031.78p530511.62,3,17941,215.13243,53.086561,gto-wide-egs1-v3_prism-clear_1213_4022.spec.fits,gto-wide-egs1-v3,4022,2,G235H   G395H,1,0.8406,0.8406,NaN,NaN,NaN,1,2.12,0.6,5.29,NaN,1.0,3.2,39.34,39.97,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6112,j142013.44p530016.31,7,22189,215.056006,53.004529,gto-wide-egs1-v3_prism-clear_1213_4053.spec.fits,gto-wide-egs1-v3,4053,2,G235H   G395H,3,3.3332,3.3332,NaN,NaN,NaN,1,15.35,0.6,5.29,NaN,37.1,29.7,42.46,42.52,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,3.33,3.35,3.0,False
6113,j142028.24p530435.89,3,17942,215.117655,53.076636,gto-wide-egs1-v3_prism-clear_1213_4056.spec.fits,gto-wide-egs1-v3,4056,2,G235H   G395H,3,2.897,2.897,NaN,NaN,NaN,1,12.91,0.6,5.29,NaN,37.3,30.8,42.46,42.6,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,2.9,2.91,3.0,False
6114,j141947.22p525652.30,3,17943,214.94675,52.94786,gto-wide-egs1-v3_prism-clear_1213_4071.spec.fits,gto-wide-egs1-v3,4071,2,G235H   G395H,3,4.4882,4.4882,NaN,NaN,NaN,1,3.52,0.6,5.29,-1.8,4.6,2.6,41.29,41.39,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6115,j142016.12p530046.89,4,22229,215.067157,53.013026,gto-wide-egs1-v3_prism-clear_1213_4077.spec.fits,gto-wide-egs1-v3,4077,2,G235H   G395H,3,1.8044,1.8044,NaN,NaN,NaN,1,21.91,0.6,5.29,NaN,17.3,13.4,41.92,41.93,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,0.37,0.37,3.0,False
6116,j141946.10p525642.18,3,17944,214.94207,52.945049,gto-wide-egs1-v3_prism-clear_1213_4083.spec.fits,gto-wide-egs1-v3,4083,2,G235H   G395H,3,2.3201,2.3201,NaN,NaN,NaN,1,4.48,0.6,5.29,NaN,17.3,19.4,41.52,41.76,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,2.31,0.63,2.0,False
6117,j142004.96p525604.75,1,18199,215.020667,52.934652,gto-wide-egs1-v3_prism-clear_1213_-40.spec.fits,gto-wide-egs1-v3,-40,0,NaN,1,3.7492,3.7492,NaN,NaN,NaN,0,0.09,0.6,5.29,NaN,3.8,1.8,40.82,40.73,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6118,j142011.43p530001.73,3,17945,215.047611,53.00048,gto-wide-egs1-v3_prism-clear_1213_4103.spec.fits,gto-wide-egs1-v3,4103,2,G235H   G395H,1,1.4346,1.4345,NaN,NaN,NaN,1,0.25,0.6,5.29,NaN,0.1,1.9,38.82,40.13,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6119,j141948.75p525713.59,3,17946,214.953125,52.953774,gto-wide-egs1-v3_prism-clear_1213_4116.spec.fits,gto-wide-egs1-v3,4116,2,G235H   G395H,3,1.2835,1.2835,NaN,NaN,NaN,1,50.4,0.6,5.29,NaN,16.2,-1.5,41.89,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.28,1.29,3.0,False
6120,j141947.45p525702.27,3,17947,214.947692,52.950631,gto-wide-egs1-v3_prism-clear_1213_4122.spec.fits,gto-wide-egs1-v3,4122,2,G235H   G395H,3,2.2678,2.2678,NaN,NaN,NaN,1,9.95,0.6,5.29,NaN,35.6,32.0,42.4,42.52,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,2.26,0.18,2.0,False
6121,j142015.96p530054.03,3,17948,215.066505,53.01501,gto-wide-egs1-v3_prism-clear_1213_4144.spec.fits,gto-wide-egs1-v3,4144,2,G235H   G395H,3,1.8677,1.8677,NaN,NaN,NaN,1,2.91,0.6,5.29,NaN,7.3,7.8,40.83,41.05,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.85,0.39,2.0,False
6122,j141946.11p525647.10,3,17949,214.942114,52.946416,gto-wide-egs1-v3_prism-clear_1213_4151.spec.fits,gto-wide-egs1-v3,4151,2,G235H   G395H,3,2.015,2.015,NaN,NaN,NaN,1,26.42,0.6,5.29,NaN,2.2,2.0,41.06,41.11,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6123,j141948.08p525717.64,3,21956,214.950325,52.954904,gto-wide-egs1-v3_prism-clear_1213_4163.spec.fits,gto-wide-egs1-v3,4163,1,G235H,3,1.0629,1.0629,NaN,NaN,NaN,1,3.9,0.6,5.29,NaN,3.2,3.2,40.31,40.42,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6124,j141947.61p525713.87,3,17950,214.948366,52.953853,gto-wide-egs1-v3_prism-clear_1213_4168.spec.fits,gto-wide-egs1-v3,4168,2,G235H   G395H,3,2.6752,2.6752,NaN,NaN,NaN,1,3.99,0.6,5.29,NaN,10.3,4.7,41.38,41.34,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,1.0,False
6125,j141944.87p525643.68,3,17951,214.936949,52.945467,gto-wide-egs1-v3_prism-clear_1213_4170.spec.fits,gto-wide-egs1-v3,4170,2,G235H   G395H,3,1.8951,1.8951,NaN,NaN,NaN,1,29.47,0.6,5.29,NaN,4.1,-1.0,41.13,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6126,j142029.33p530500.28,3,17953,215.122214,53.083411,gto-wide-egs1-v3_prism-clear_1213_4179.spec.fits,gto-wide-egs1-v3,4179,2,G235H   G395H,3,2.1149,2.1149,NaN,NaN,NaN,1,0.89,0.6,5.29,NaN,6.6,3.1,40.76,40.58,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6127,j141946.09p525700.83,3,17954,214.942039,52.95023,gto-wide-egs1-v3_prism-clear_1213_4184.spec.fits,gto-wide-egs1-v3,4184,2,G235H   G395H,3,2.0108,2.0108,NaN,NaN,NaN,1,8.92,0.6,5.29,NaN,9.0,1.8,41.29,40.76,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6128,j142015.14p530047.64,4,22230,215.063103,53.013234,gto-wide-egs1-v3_prism-clear_1213_4185.spec.fits,gto-wide-egs1-v3,4185,2,G235H   G395H,3,1.8058,1.8058,NaN,NaN,NaN,1,32.08,0.6,5.29,NaN,13.6,-0.6,42.02,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,1.0,False
6129,j141944.01p525639.75,3,17955,214.933371,52.944375,gto-wide-egs1-v3_prism-clear_1213_4193.spec.fits,gto-wide-egs1-v3,4193,2,G235H   G395H,1,0.8364,0.8364,NaN,NaN,NaN,1,1.48,0.6,5.29,NaN,1.5,2.4,39.72,40.03,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6130,j142001.67p525404.29,1,18200,215.00697,52.901192,gto-wide-egs1-v3_prism-clear_1213_-41.spec.fits,gto-wide-egs1-v3,-41,0,NaN,1,0.514,0.514,NaN,NaN,NaN,0,0.01,0.6,5.29,NaN,1.9,1.9,39.24,39.34,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6131,j141949.15p525739.20,3,17956,214.954781,52.960888,gto-wide-egs1-v3_prism-clear_1213_4214.spec.fits,gto-wide-egs1-v3,4214,2,G235H   G395H,3,2.1535,2.1535,NaN,NaN,NaN,1,2.11,0.6,5.29,NaN,4.7,4.5,40.96,41.21,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6132,j141944.33p525649.54,3,17957,214.934716,52.947094,gto-wide-egs1-v3_prism-clear_1213_4221.spec.fits,gto-wide-egs1-v3,4221,2,G235H   G395H,3,6.6538,6.6538,NaN,NaN,NaN,1,1.22,0.6,5.29,2.0,14.3,37.2,42.29,42.77,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,6.65,6.68,3.0,False
6133,j142015.30p530040.81,3,17958,215.063759,53.011337,gto-wide-egs1-v3_prism-clear_1213_4263.spec.fits,gto-wide-egs1-v3,4263,2,G235H   G395H,3,0.6331,0.6331,NaN,NaN,NaN,1,53.54,0.6,5.29,NaN,2.7,-0.1,40.65,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6134,j142012.08p530026.84,6,22192,215.05033,53.00747,gto-wide-egs1-v3_prism-clear_1213_4267.spec.fits,gto-wide-egs1-v3,4267,2,G235H   G395H,3,7.4774,7.4774,NaN,NaN,NaN,1,5.31,0.6,5.29,-3.9,NaN,57.4,NaN,43.49,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,7.47,7.52,3.0,False
6135,j142015.24p530102.30,3,17959,215.063483,53.017306,gto-wide-egs1-v3_prism-clear_1213_4291.spec.fits,gto-wide-egs1-v3,4291,2,G235H   G395H,3,1.7409,1.7409,NaN,NaN,NaN,1,4.25,0.6,5.29,NaN,11.9,14.5,41.53,41.84,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.71,0.33,2.0,False
6136,j142002.38p525422.03,1,18201,215.00992,52.90612,gto-wide-egs1-v3_prism-clear_1213_-42.spec.fits,gto-wide-egs1-v3,-42,0,NaN,1,1.0854,1.0854,NaN,NaN,NaN,0,0.13,0.6,5.29,NaN,0.4,0.1,39.2,38.65,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6137,j142016.25p530112.69,3,17960,215.067728,53.020192,gto-wide-egs1-v3_prism-clear_1213_4323.spec.fits,gto-wide-egs1-v3,4323,2,G235H   G395H,3,0.7498,0.7498,NaN,NaN,NaN,1,26.52,0.6,5.29,NaN,8.6,1.6,41.21,40.43,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6138,j142009.90p530003.59,3,17961,215.041266,53.000996,gto-wide-egs1-v3_prism-clear_1213_4326.spec.fits,gto-wide-egs1-v3,4326,2,G235H   G395H,3,1.8706,1.8706,NaN,NaN,NaN,1,26.21,0.6,5.29,NaN,7.4,-1.8,41.54,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6139,j142013.90p530056.53,3,17962,215.057901,53.015702,gto-wide-egs1-v3_prism-clear_1213_4346.spec.fits,gto-wide-egs1-v3,4346,2,G235H   G395H,1,0.5635,0.5635,NaN,NaN,NaN,1,1.87,0.6,5.29,NaN,1.5,0.0,39.25,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6140,j142009.38p530009.98,3,17963,215.039079,53.002773,gto-wide-egs1-v3_prism-clear_1213_4358.spec.fits,gto-wide-egs1-v3,4358,2,G235H   G395H,3,4.2862,4.2862,NaN,NaN,NaN,2,18.79,0.6,5.29,0.2,8.8,3.4,41.69,41.52,NaN,NaN,NaN,NaN,NaN,ACa22  z=N/A ;  MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,1.0,False
6141,j142013.57p530048.64,3,17964,215.056554,53.01351,gto-wide-egs1-v3_prism-clear_1213_4360.spec.fits,gto-wide-egs1-v3,4360,2,G235H   G395H,3,1.8991,1.8991,NaN,NaN,NaN,1,19.06,0.6,5.29,NaN,11.3,2.4,41.84,41.26,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,1.0,False
6142,j142029.44p530523.91,3,17965,215.122673,53.089975,gto-wide-egs1-v3_prism-clear_1213_4362.spec.fits,gto-wide-egs1-v3,4362,2,G235H   G395H,3,2.1595,2.1595,NaN,NaN,NaN,1,1.26,0.6,5.29,NaN,12.4,17.4,41.21,41.56,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,2.15,0.55,2.0,False
6143,j142031.90p530546.66,3,17966,215.132927,53.096295,gto-wide-egs1-v3_prism-clear_1213_4369.spec.fits,gto-wide-egs1-v3,4369,2,G235H   G395H,3,3.3886,3.3886,NaN,NaN,NaN,1,29.67,0.6,5.29,NaN,45.5,47.6,42.94,43.26,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,3.39,1.25,2.0,False
6144,j142005.70p525555.49,1,18202,215.023739,52.93208,gto-wide-egs1-v3_prism-clear_1213_-43.spec.fits,gto-wide-egs1-v3,-43,0,NaN,1,8.0991,8.0991,NaN,NaN,NaN,0,0.08,0.6,5.29,-0.2,NaN,0.4,NaN,40.76,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6145,j142031.30p530537.32,3,17967,215.13043,53.0937,gto-wide-egs1-v3_prism-clear_1213_4404.spec.fits,gto-wide-egs1-v3,4404,2,G235H   G395H,3,2.8985,2.8985,NaN,NaN,NaN,1,11.97,0.6,5.29,NaN,37.8,31.7,42.18,42.27,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,2.89,2.91,3.0,False
6146,j142010.09p530028.70,3,17968,215.042061,53.007971,gto-wide-egs1-v3_prism-clear_1213_4466.spec.fits,gto-wide-egs1-v3,4466,2,G235H   G395H,3,1.2296,1.2296,NaN,NaN,NaN,1,5.82,0.6,5.29,NaN,0.9,2.1,39.91,40.36,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6147,j142007.50p525633.54,1,18203,215.031232,52.94265,gto-wide-egs1-v3_prism-clear_1213_-44.spec.fits,gto-wide-egs1-v3,-44,0,NaN,1,5.2362,5.2362,NaN,NaN,NaN,0,0.09,0.6,5.29,-0.5,1.9,2.1,40.93,41.17,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6148,j141938.26p524829.98,3,17969,214.909402,52.808327,gto-wide-egs1-v3_prism-clear_1213_4509.spec.fits,gto-wide-egs1-v3,4509,2,G235H   G395H,3,4.1418,4.1418,NaN,NaN,NaN,1,1.5,0.6,5.29,2.3,7.4,8.4,41.43,41.79,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,1.0,False
6149,j142011.01p530049.87,3,17970,215.045873,53.013854,gto-wide-egs1-v3_prism-clear_1213_4521.spec.fits,gto-wide-egs1-v3,4521,2,G235H   G395H,3,1.578,1.578,NaN,NaN,NaN,1,8.85,0.6,5.29,NaN,13.0,8.1,41.56,41.41,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6150,j142010.24p530041.33,3,17971,215.042687,53.011481,gto-wide-egs1-v3_prism-clear_1213_4536.spec.fits,gto-wide-egs1-v3,4536,2,G235H   G395H,3,2.3771,2.3771,NaN,NaN,NaN,1,2.55,0.6,5.29,NaN,11.0,4.2,41.62,41.36,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,1.0,False
6151,j141938.12p524843.27,3,17972,214.908842,52.812021,gto-wide-egs1-v3_prism-clear_1213_4552.spec.fits,gto-wide-egs1-v3,4552,2,G235H   G395H,1,8.5284,8.5284,NaN,NaN,NaN,1,0.14,0.6,5.29,0.3,NaN,2.4,NaN,41.63,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6152,j142002.13p525359.75,1,18204,215.00889,52.899929,gto-wide-egs1-v3_prism-clear_1213_-45.spec.fits,gto-wide-egs1-v3,-45,0,NaN,1,4.3078,4.3078,NaN,NaN,NaN,0,-0.01,0.6,5.29,0.8,2.6,1.1,40.8,40.76,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6153,j142000.23p525351.96,3,17973,215.000968,52.897765,gto-wide-egs1-v3_prism-clear_1213_4638.spec.fits,gto-wide-egs1-v3,4638,2,G235H   G395H,1,0.8246,0.8246,NaN,NaN,NaN,1,0.63,0.6,5.29,NaN,2.3,2.8,39.74,39.94,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6154,j141942.44p525007.24,3,17974,214.926842,52.835346,gto-wide-egs1-v3_prism-clear_1213_4658.spec.fits,gto-wide-egs1-v3,4658,2,G235H   G395H,3,4.4674,4.4674,NaN,NaN,NaN,1,3.3,0.6,5.29,1.5,14.3,18.0,41.68,42.12,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,4.46,4.5,3.0,False
